Participant_id_A,Timepoint_A,Participant_id_B,Timepoint_B,AvgIdentity,TotalSNPs,dnadiff_report_path,dnadiff_sidecar_path,dnadiff_report_sha256,dnadiff_cache_signature,dnadiff_cache_status,dnadiff_version
120003,T1,20057,T2,99.9891,36,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/120003__T1__vs__20057__T2__192ad6e88f999675011cba98.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/120003__T1__vs__20057__T2__192ad6e88f999675011cba98.provenance.json,0f8d7f0d52edb0ce40cb01cd3e306b929d3d89ac26f366d9edae38cfb7da62eb,192ad6e88f999675011cba989e2543e753a49ed60fb2edda69bff8bc1a25e600,reused,dnadiff | DNAdiff version 1.3
90008,T0,110035,T4,99.9502,1718,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/90008__T0__vs__110035__T4__89aa792e452e4f1a4bb44ba2.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/90008__T0__vs__110035__T4__89aa792e452e4f1a4bb44ba2.provenance.json,2cfe02fe89ed18b9a53a8e36f385619407a0c0c49c19dabdb40d386128245627,89aa792e452e4f1a4bb44ba28f9de7dff96274fa61c14ad7562890edc784a537,reused,dnadiff | DNAdiff version 1.3
50033,T0,100061,T3,99.913,2612,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/50033__T0__vs__100061__T3__6b558ddc3b3d238cb7a0908b.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/50033__T0__vs__100061__T3__6b558ddc3b3d238cb7a0908b.provenance.json,fe3dbaac7fb4a7e12337178d99c54563ce587233d37f5507151bb2a2fe42b745,6b558ddc3b3d238cb7a0908b3ab7854c0866cbbcaec0df1b0597e5a87675fffe,reused,dnadiff | DNAdiff version 1.3
50033,T0,80011,T0,99.9143,2808,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/50033__T0__vs__80011__T0__5e4c9d17c26edb08a0b594ea.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/50033__T0__vs__80011__T0__5e4c9d17c26edb08a0b594ea.provenance.json,77dca28de571d65e727993092814c77a18719a69883d2eeb659af766d877c694,5e4c9d17c26edb08a0b594ea947c4f32a88deec41932a41ff5f91413429b0bc8,reused,dnadiff | DNAdiff version 1.3
50033,T0,80011,T4,99.924,2181,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/50033__T0__vs__80011__T4__af67e34b7723a5b95b30a0ea.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/50033__T0__vs__80011__T4__af67e34b7723a5b95b30a0ea.provenance.json,9e0aaab724b15b81bef7b0177646dcfbd94c5a9d3b060a1e7997202543226100,af67e34b7723a5b95b30a0ea84a111a935203dd11da06a89046224be1a13348c,reused,dnadiff | DNAdiff version 1.3
50033,T1,100061,T3,99.914,2597,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/50033__T1__vs__100061__T3__30737dc5373d86f78f693f11.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/50033__T1__vs__100061__T3__30737dc5373d86f78f693f11.provenance.json,4ce7345929fbfcd2a651132a035ef677a4a27d468d8eb90fba22c4404fa5271d,30737dc5373d86f78f693f1141f31b8e147185d66a4a49d35e621b99c9c4c67c,reused,dnadiff | DNAdiff version 1.3
50033,T1,80011,T0,99.9129,2805,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/50033__T1__vs__80011__T0__5f098fd496dc7f8631f17e73.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/50033__T1__vs__80011__T0__5f098fd496dc7f8631f17e73.provenance.json,ae59fc913a606bdb7d1f461d424d430a8dbcf90feab31ad005abb19731c55b40,5f098fd496dc7f8631f17e73c9afa998368da197832ede9e8ac30e5a2bb46b8e,reused,dnadiff | DNAdiff version 1.3
50033,T1,80011,T4,99.9222,2147,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/50033__T1__vs__80011__T4__e1e6c2f7a0ab9891fe5030d0.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/50033__T1__vs__80011__T4__e1e6c2f7a0ab9891fe5030d0.provenance.json,7fa2c58ef945aea321d8212ee36ec19950e8656810be5fc9029881aeac5fac36,e1e6c2f7a0ab9891fe5030d060009799557677a1fea12855d15e56d4fcde4c97,reused,dnadiff | DNAdiff version 1.3
20037,T1,130037,T3,99.9766,211,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20037__T1__vs__130037__T3__2cb0748fa1437f7eae9c4e08.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20037__T1__vs__130037__T3__2cb0748fa1437f7eae9c4e08.provenance.json,5fd2d9d570275c23e119fadd3cbb7028b4894213aa01cf4242369d81395685b8,2cb0748fa1437f7eae9c4e08761aea7138685e1c6e71eefa2c892898397f6373,reused,dnadiff | DNAdiff version 1.3
20037,T2,130037,T3,99.9852,439,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20037__T2__vs__130037__T3__24e1a4e20c7fa0b6af0609fa.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20037__T2__vs__130037__T3__24e1a4e20c7fa0b6af0609fa.provenance.json,41c4dc2bd911f4c19454446915917da7f8014e9fc02ab6be9b9662355fc96fef,24e1a4e20c7fa0b6af0609fa3a8665662d6ec35a5c0cec72c7a63dddef1defb2,reused,dnadiff | DNAdiff version 1.3
80029,T1,20084,T6,99.9778,813,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/80029__T1__vs__20084__T6__4317af7f29b505af2c67c161.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/80029__T1__vs__20084__T6__4317af7f29b505af2c67c161.provenance.json,0943ec27f407429f3d8c852084e52797deb845bf903b701cb4de93e2339e41bc,4317af7f29b505af2c67c161046b41c8c0456eac7a9681a553faa9c3333fdfe2,reused,dnadiff | DNAdiff version 1.3
110061,T0,122005,UTI-1,99.9822,482,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/110061__T0__vs__122005__UTI-1__735b040efc006af498b93a86.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/110061__T0__vs__122005__UTI-1__735b040efc006af498b93a86.provenance.json,299e30da490593ce2961b1ae713e43950ded06b9d904b8ea7cc06ea3236b086e,735b040efc006af498b93a8643ed24025e22af51d37edde0367545d88e0b0399,generated,dnadiff | DNAdiff version 1.3
110061,T0,130024,T6,99.9796,640,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/110061__T0__vs__130024__T6__145095151ea155b58101e2a7.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/110061__T0__vs__130024__T6__145095151ea155b58101e2a7.provenance.json,ea40c464b8536e87d4b82bc76fafbc40ef9963e37ecbfe1a7849661b6417009c,145095151ea155b58101e2a756c68f217cadc230ea0189174778c96141f38f57,reused,dnadiff | DNAdiff version 1.3
110061,T1,141018,T0,99.986,379,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/110061__T1__vs__141018__T0__4439a810f02b3a9c1f81f832.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/110061__T1__vs__141018__T0__4439a810f02b3a9c1f81f832.provenance.json,78a6ea1a13b8eb95a49164581198bfb362a2f5ab2a480a74c5febf9066a098d5,4439a810f02b3a9c1f81f8329fff80118e69ba5798653ce0ff52c0297dfca59e,reused,dnadiff | DNAdiff version 1.3
110061,T1,141018,T2,99.9853,375,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/110061__T1__vs__141018__T2__9eaf3baee4cca49addde92c7.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/110061__T1__vs__141018__T2__9eaf3baee4cca49addde92c7.provenance.json,47bc118208bd696de59e12514e1d034aae1623e7b254babd75dcc0c6fcc0eb93,9eaf3baee4cca49addde92c74cc9e6dc3bd4823b87b0d2e9a025a6bdeceac553,reused,dnadiff | DNAdiff version 1.3
110061,T2,141018,T0,99.9858,394,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/110061__T2__vs__141018__T0__cf3403e4d3a99f7193fc1e24.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/110061__T2__vs__141018__T0__cf3403e4d3a99f7193fc1e24.provenance.json,f4d5f16a497561650ac1668529d74b0905eab29cd7566653dc7aeb35fa3bee34,cf3403e4d3a99f7193fc1e24abb72ad2e9abf3fb1de684ce6a9d9ead7dff1bbf,reused,dnadiff | DNAdiff version 1.3
110061,T2,141018,T2,99.9851,390,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/110061__T2__vs__141018__T2__7dbb21f5b7efa7cca2f605b3.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/110061__T2__vs__141018__T2__7dbb21f5b7efa7cca2f605b3.provenance.json,41173c1b1ba8fe1e11184bc4c5da04098b81f053fa381793f01087d032682aaa,7dbb21f5b7efa7cca2f605b35707787a44528b12f75f6c3607bf02d29dbdfa1c,reused,dnadiff | DNAdiff version 1.3
122005,UTI-1,141018,T0,99.9885,200,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/122005__UTI-1__vs__141018__T0__e85c2ecc88f27a83c2198188.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/122005__UTI-1__vs__141018__T0__e85c2ecc88f27a83c2198188.provenance.json,31982a8fc041950f267b6063beae7cd4ea3c5799101ea8efaedc6f5e544843e7,e85c2ecc88f27a83c2198188cd5db4c11c14b840af75695976c244704863de4e,generated,dnadiff | DNAdiff version 1.3
122005,UTI-1,141018,T2,99.9881,196,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/122005__UTI-1__vs__141018__T2__50d4ebd5f3dfdbbeec94fefd.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/122005__UTI-1__vs__141018__T2__50d4ebd5f3dfdbbeec94fefd.provenance.json,831a21da5344d72fa0cdb5dbbcc5f76acba0a5c2b153c76c0aad6edd6ba9bc25,50d4ebd5f3dfdbbeec94fefdca32752676c26d95a9e74fdf3c55e8fb4d88ab24,generated,dnadiff | DNAdiff version 1.3
122005,UTI-1,20033,T2,99.9827,335,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/122005__UTI-1__vs__20033__T2__a51f08f37727a5c88e1b5130.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/122005__UTI-1__vs__20033__T2__a51f08f37727a5c88e1b5130.provenance.json,ca7da3ea9e57d6ebad8b307daa36e802e9e39f31be81c9f5d69dbb02c307eee1,a51f08f37727a5c88e1b513042fac7484fc51a24fca585c6f0adcabea2a1a51c,generated,dnadiff | DNAdiff version 1.3
141018,T0,130024,T6,99.9864,351,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/141018__T0__vs__130024__T6__59f5a56c3c0a78712b9b807d.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/141018__T0__vs__130024__T6__59f5a56c3c0a78712b9b807d.provenance.json,e6b6df118cbf6990347d1bfca5e58552e9be6b7343ed5c6eb565f05b77912017,59f5a56c3c0a78712b9b807d40b326d6be005aad1dd3dcb8e677d36650ea669d,reused,dnadiff | DNAdiff version 1.3
141018,T2,130024,T6,99.9862,344,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/141018__T2__vs__130024__T6__b0833ccaf16243f6390ca46f.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/141018__T2__vs__130024__T6__b0833ccaf16243f6390ca46f.provenance.json,5317bd66270abbef70871ac6db842e6e43b088f654e80746f404c95f13ed2550,b0833ccaf16243f6390ca46f6ea32a96876d704621b70f3f247fa578a95d19bd,reused,dnadiff | DNAdiff version 1.3
20033,T2,130024,T6,99.9821,492,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20033__T2__vs__130024__T6__e12ad3ea6bc6b70045811824.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20033__T2__vs__130024__T6__e12ad3ea6bc6b70045811824.provenance.json,b8e8831b0392d9578d34c46b3e21b3c0b4a6582e83be8d6cf128a616e097eb88,e12ad3ea6bc6b70045811824fc4f7f5e00f30edf1cad9634b74a3158a827e6f5,reused,dnadiff | DNAdiff version 1.3
40004,T1,100061,T3,99.9606,1159,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/40004__T1__vs__100061__T3__042fe897a7620bd1ad1ad4cc.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/40004__T1__vs__100061__T3__042fe897a7620bd1ad1ad4cc.provenance.json,7d1d8df906be3e0458beddc6244135a4d05bb620a5aadfd78f2dba060f98e7c7,042fe897a7620bd1ad1ad4cc2c7f46f49e64fdb5e41892d988c5a9ca10e9493f,reused,dnadiff | DNAdiff version 1.3
40004,T1,80011,T0,99.9603,1163,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/40004__T1__vs__80011__T0__5a8e2f6112e1f2c9dd9c3545.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/40004__T1__vs__80011__T0__5a8e2f6112e1f2c9dd9c3545.provenance.json,36f61f5313583cdf0bcd49bdd38603c04047e12126d3a1f04a04b4a5c82c11e9,5a8e2f6112e1f2c9dd9c3545a0122e53f20329e51a49355a87a9afd40b5136cb,reused,dnadiff | DNAdiff version 1.3
40004,T1,80011,T4,99.9593,1127,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/40004__T1__vs__80011__T4__69bb2223685b373d1964023c.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/40004__T1__vs__80011__T4__69bb2223685b373d1964023c.provenance.json,6f852807c316ff5bef2bc0979a8a0d0b90a090e95ca83220e965326fdb624243,69bb2223685b373d1964023ca4b091cbe5c1a3e5370b9f95b9166d4fe948a36d,reused,dnadiff | DNAdiff version 1.3
40004,UTI-1,100061,T3,99.959,1165,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/40004__UTI-1__vs__100061__T3__a3c3c40135ae76ff1170140e.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/40004__UTI-1__vs__100061__T3__a3c3c40135ae76ff1170140e.provenance.json,20062af623e1dfed59f9f9254cef851a00ee96fc8c88625bea73673156eafbac,a3c3c40135ae76ff1170140e59699d0cd141723dfaf2b1d00adc12af19e5df94,generated,dnadiff | DNAdiff version 1.3
40004,UTI-1,80011,T0,99.9586,1169,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/40004__UTI-1__vs__80011__T0__031c7b73c74ac84c66116986.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/40004__UTI-1__vs__80011__T0__031c7b73c74ac84c66116986.provenance.json,f8b5daae4cacbd65220e3fb95c5e706e52ca1e31c25d32d221d71f5a051977e5,031c7b73c74ac84c661169861fc22e8ad8dc3bcaad7fed8b77ba9d826810b519,generated,dnadiff | DNAdiff version 1.3
40004,UTI-1,80011,T4,99.9575,1133,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/40004__UTI-1__vs__80011__T4__a8dcd928016e675778379f5a.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/40004__UTI-1__vs__80011__T4__a8dcd928016e675778379f5a.provenance.json,ffcd7ef9b2bad2bfa658060502bfac663be29a5ab9ebd1e0ad216367c142ec1b,a8dcd928016e675778379f5aec9696903628a06d7c32e39fee2840c510aaaed5,generated,dnadiff | DNAdiff version 1.3
130037,T3,20037,T5,99.9802,583,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/130037__T3__vs__20037__T5__81aff46efe9709d57a1dfca2.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/130037__T3__vs__20037__T5__81aff46efe9709d57a1dfca2.provenance.json,5935c6e68e773a80f636e946f614c8a9395c6c7bb86b942d715f5618b4ab0db1,81aff46efe9709d57a1dfca27b49a43fc0d6a097bb036db43970e2268e0f0006,reused,dnadiff | DNAdiff version 1.3
20037,T0,20072,T3,99.9827,531,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20037__T0__vs__20072__T3__183bfe30de826090411ce07a.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20037__T0__vs__20072__T3__183bfe30de826090411ce07a.provenance.json,3b88033bda4a9e259f630664c9193116515ddc50a70e74dc3dbd7b94b457cc74,183bfe30de826090411ce07aac048c732348183b0bbbd5404a54fccebee8a17e,reused,dnadiff | DNAdiff version 1.3
20072,T3,130037,T3,99.9819,491,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20072__T3__vs__130037__T3__77084cf985999e34934ff6ed.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20072__T3__vs__130037__T3__77084cf985999e34934ff6ed.provenance.json,30b31d615064bcd0e0fe345d66479cf16c31a2ae7f41e9320f4f78c8d5ba52ce,77084cf985999e34934ff6ed4a50e57fb7838f671c7c5829b8cc8b8004c91315,reused,dnadiff | DNAdiff version 1.3
20028,T6,120012,T6,99.989,164,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20028__T6__vs__120012__T6__66712ca29cb7cb934302cebb.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/20028__T6__vs__120012__T6__66712ca29cb7cb934302cebb.provenance.json,cb68dc9a660564a01076f6e558ee0929a1a53d37d769ffded9d8a6f04dadafb7,66712ca29cb7cb934302cebbf155c253f781d2604c967e8183732be09804546a,reused,dnadiff | DNAdiff version 1.3
100064,T0,110035,T2,99.9419,1999,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/100064__T0__vs__110035__T2__21afbaa17f55cd2055f1408c.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/100064__T0__vs__110035__T2__21afbaa17f55cd2055f1408c.provenance.json,4cc261c95ae7fbc1082f8daaaf45d8561ac53c9022e9f0a19d37262e38449758,21afbaa17f55cd2055f1408c9b03c740a9b70128200b0406662fb89d5418264a,reused,dnadiff | DNAdiff version 1.3
100064,T0,110035,T3,99.9391,1161,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/100064__T0__vs__110035__T3__bcf4cd94b0b1be3af57c68fe.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/100064__T0__vs__110035__T3__bcf4cd94b0b1be3af57c68fe.provenance.json,0e53dab9920dea73cf05b0cc2ee44152501454ff337863f4349b899030f2b6cb,bcf4cd94b0b1be3af57c68fe571fa86c960636740901139aeb4ac2f647a091ab,reused,dnadiff | DNAdiff version 1.3
100064,T0,110035,T4,99.9397,1171,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/100064__T0__vs__110035__T4__f98ef80130fe282042916a59.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/100064__T0__vs__110035__T4__f98ef80130fe282042916a59.provenance.json,9d4db65d7ca9e600c0e09372fcfc0b322a03d206fe65c94e9e20d802adf65def,f98ef80130fe282042916a5918ed57c6e84e885675501a255866e986b74877d1,reused,dnadiff | DNAdiff version 1.3
100064,T1,110035,T2,99.9442,1965,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/100064__T1__vs__110035__T2__19931761d3c1650faebd5c4b.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/100064__T1__vs__110035__T2__19931761d3c1650faebd5c4b.provenance.json,4b5a39a55bcbe8d91c3c33115cd4bb5e1daa9337985cc6d47fe21f788a9f5363,19931761d3c1650faebd5c4b4eeb3125992a719a189d23743ea70e71a03b65b6,reused,dnadiff | DNAdiff version 1.3
100064,T1,110035,T3,99.9413,1128,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/100064__T1__vs__110035__T3__7f972857e0192dac9b63e5ef.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/100064__T1__vs__110035__T3__7f972857e0192dac9b63e5ef.provenance.json,df64b8d2b5dfe9d794c5c81ba9e4b4ebf95841514eb93bb46f921f844a6836cb,7f972857e0192dac9b63e5efbdc104100839466196e14aceb4ccc3f100521512,reused,dnadiff | DNAdiff version 1.3
100064,T1,110035,T4,99.9421,1131,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/100064__T1__vs__110035__T4__7217cf5b9493c37c9e9c0470.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/100064__T1__vs__110035__T4__7217cf5b9493c37c9e9c0470.provenance.json,065e97f2d695038c4a27b28178722ef6e01e0f118e87fbffe8036f2d8e6f947b,7217cf5b9493c37c9e9c0470d3ae4e3b6091e7f920b3868f9d4b1859a8424ff8,reused,dnadiff | DNAdiff version 1.3
100064,T2,110035,T2,99.9423,2005,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/100064__T2__vs__110035__T2__1432091c88ce76c9c246ba67.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/100064__T2__vs__110035__T2__1432091c88ce76c9c246ba67.provenance.json,74d99c6b86b929758a9e3d96befd3038247267b31baccfb2649e8f990b09b9af,1432091c88ce76c9c246ba67ed25ac33ceffd8e0a8ca2f073e74f1fa8a53ce36,reused,dnadiff | DNAdiff version 1.3
100064,T2,110035,T3,99.9399,1168,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/100064__T2__vs__110035__T3__8ab5a5cb66fac789f8e2d1bd.report,/Users/Aamir/Desktop/rUTIs/outputs/nursing_home_candidate_clusters_20260717/direct_pairwise/dnadiff_cache_sha256_v1/100064__T2__vs__110035__T3__8ab5a5cb66fac789f8e2d1bd.provenance.json,d6002a40571db52d0dae64e15d3883c5b1154ce627d3de8f00b2d3a5ef9c11db,8ab5a5cb66fac789f8e2d1bdcf142e5161a0dc5b8cae018a2bf30c322878223d,reused,dnadiff | DNAdiff version 1.3
